year,month,avg_daily_ED_visit,Daily Mean PM10 Concentration,Daily Mean PM2.5 Concentration,Daily Max 1-hour NO2 Concentration,Daily Max 1-hour SO2 Concentration,Daily Max 8-hour CO Concentration,Daily Max 8-hour Ozone Concentration,Daily Mean Pb Concentration
2017,9,37.13,36.58888888888889,9.939977477477468,10.244943820224718,3.0828996282527905,0.2845238095238094,0.039593575418994394,0.0425
2017,10,32.77,29.049723756906076,6.047222222222212,8.851111111111113,2.9704379562043837,0.27415730337078636,0.031032212885153992,0.0316
2017,11,29.77,29.0,9.273652694610773,11.932954545454544,1.5827067669172932,0.31547619047619024,0.022455555555555534,0.042600000000000006
2017,12,23.84,27.207650273224044,8.789237668161425,11.895652173913039,1.3784172661870515,0.3023809523809521,0.025666666666666664,0.018166666666666668
2018,1,23.55,22.686046511627907,9.73486033519553,13.23,1.7178181818181808,0.2831325301204819,0.026645161290322565,0.0306
2018,2,23.57,21.422619047619047,10.435279187817246,13.658024691358026,1.4564000000000015,0.30000000000000004,0.03413207547169813,0.005818181818181819
2018,3,25.32,19.23076923076923,9.045285087719288,11.456989247311828,1.651079136690649,0.2546511627906976,0.041079234972677646,0.02811111111111111
2018,4,24.9,28.658385093167702,8.184095860566451,9.92727272727273,1.8320895522388065,0.24269662921348295,0.0473002793296089,0.07633333333333332
2018,5,27.19,38.19662921348315,9.464379084967323,11.275555555555554,2.2375912408759144,0.27717391304347816,0.0502335164835164,0.05157142857142857
2018,6,23.97,32.98888888888889,7.135917901938418,8.359036144578312,1.6387755102040817,0.24204545454545442,0.045395982783357255,0.05157142857142858
2018,7,21.65,33.7514450867052,8.072075055187629,7.6431818181818185,1.5875,0.24673913043478243,0.04145081967213118,0.06308333333333334
2018,8,25.68,34.8232044198895,11.35016357688112,8.653763440860216,1.5727598566308238,0.32580645161290317,0.03874661246612469,0.0435
2018,9,40.3,29.68235294117647,6.078468368479463,8.39325842696629,2.311610486891388,0.2777777777777777,0.03280563380281684,0.14544444444444443
2018,10,31.06,24.3855421686747,5.641609977324258,10.246666666666666,1.7915441176470612,0.28089887640449424,0.02601408450704222,0.036250000000000004
2018,11,23.03,21.838323353293415,8.277122641509422,10.871111111111109,1.231598513011153,0.25666666666666643,0.022583333333333296,0.05237499999999999
2018,12,22.77,20.972826086956523,9.020143884892082,14.27790697674419,1.0082733812949642,0.3393258426966291,0.022921787709497182,0.013333333333333332
2019,1,17.68,18.7396449704142,9.417817371937629,9.876271186440675,1.173640167364017,0.25409836065573765,0.027302857142857125,0.012333333333333335
2019,2,18.0,19.8109756097561,11.217370325693608,12.826785714285716,1.0558035714285707,0.25370370370370354,0.03519135802469138,0.010500000000000002
2019,3,23.1,23.877659574468087,9.030532544378707,10.229032258064514,1.6126530612244896,0.24999999999999992,0.043920765027322395,0.036000000000000004
2019,4,26.0,22.717791411042946,6.519887640449436,8.456140350877188,1.9105042016806724,0.23999999999999994,0.04247323943661979,0.06733333333333333
2019,5,30.13,21.939560439560438,5.273347778981581,6.750819672131144,1.18734693877551,0.25322580645161286,0.04038664812239225,0.04516666666666667
2019,6,22.63,29.388571428571428,7.1598451327433486,8.195918367346936,1.7713675213675226,0.25999999999999995,0.04634414668547245,0.06277777777777777
2019,7,19.26,33.54696132596685,9.062933930571099,6.235,1.7601626016260163,0.24193548387096758,0.042265943012211676,0.06644444444444446
2019,8,19.97,27.052083333333332,6.098202959830859,6.716666666666664,1.9068825910931166,0.25166666666666654,0.03833242876526465,0.03314285714285714
2019,9,32.4,26.59550561797753,7.038709677419355,5.468333333333332,2.8219409282700463,0.24833333333333318,0.03314767932489448,0.063
2019,10,25.48,27.057803468208093,5.20054525627044,7.840322580645161,1.9814516129032254,0.2854838709677418,0.028220979020979014,0.043375000000000004
2019,11,23.73,21.449101796407184,7.876808266360496,9.635087719298248,1.8033613445378143,0.30833333333333324,0.023405555555555527,0.019000000000000003
2019,12,24.77,26.41496598639456,9.89097744360903,10.722580645161289,1.4833333333333303,0.30645161290322576,0.024994444444444434,0.021666666666666667
